ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,binary_label
1545406843.255262,192.168.1.196,38818.0,151.195.175.158,23.0,tcp,missing,3.106994,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545407645.3176632,192.168.1.196,44450.0,170.184.140.78,23.0,tcp,missing,3.122482,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545403803.88606,192.168.1.196,54960.0,147.143.218.173,23.0,tcp,missing,3.117991,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545405538.525563,192.168.1.196,38808.0,177.38.81.30,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545403742.028831,192.168.1.196,38410.0,167.213.127.135,23.0,tcp,missing,3.134721,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1547144875.395684,192.168.1.198,54836.0,185.49.253.179,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545403680.21332,192.168.1.196,41186.0,69.58.48.173,23.0,tcp,missing,3.108732,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545407628.28041,192.168.1.196,49078.0,64.89.99.47,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1547144801.834413,192.168.1.198,11315.0,91.134.164.187,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404547.082681,192.168.1.196,56802.0,76.157.136.102,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532526544.005895,192.168.100.111,30953.0,141.138.89.128,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545403565.0812302,192.168.1.196,51350.0,142.70.112.182,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1547144847.9988348,192.168.1.198,22568.0,91.89.159.63,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1551377918.826475,192.168.1.200,36622.0,44.110.80.103,23.0,tcp,missing,1e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545407124.6016,192.168.1.196,49886.0,138.116.158.76,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545337199.397368,192.168.1.197,43746.0,212.185.30.86,80.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532102831.039334,192.168.100.108,5526.0,77.47.226.155,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545405067.085216,192.168.1.196,36486.0,210.124.98.162,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545403673.243552,192.168.1.196,36212.0,136.81.170.141,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545466975.546298,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,missing,0.0,0.0,0.0,OTH,0.0,C,0.0,0.0,0.0,0.0,DDoS,1
1545337368.1716108,192.168.1.197,38114.0,72.193.216.96,8081.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547144851.097334,192.168.1.198,11571.0,41.162.112.211,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1551378588.029432,192.168.1.200,40764.0,101.143.163.211,23.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545407765.480116,192.168.1.196,33814.0,205.151.151.96,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545403657.645701,192.168.1.196,53642.0,150.125.219.206,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545336886.460658,192.168.1.197,44002.0,41.54.217.128,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545405782.604213,192.168.1.196,53024.0,50.104.139.152,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1536227762.3484552,192.168.100.111,17576.0,105.28.3.243,8081.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532525840.011369,192.168.100.111,29930.0,82.51.14.55,53761.0,udp,missing,3.014537,60.0,0.0,S0,0.0,D,2.0,116.0,0.0,0.0,Benign,0
1551379425.065614,192.168.1.200,33866.0,55.72.174.85,23.0,tcp,missing,1e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404816.061213,192.168.1.196,35912.0,78.108.96.177,23.0,tcp,missing,3.100978,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545407385.240591,192.168.1.196,42414.0,68.172.96.135,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545405341.00311,192.168.1.196,38402.0,182.121.110.95,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545337537.585744,192.168.1.197,43746.0,212.133.212.52,80.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545408011.10098,192.168.1.196,42078.0,50.177.166.103,23.0,tcp,missing,3.099242,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1547066089.636661,192.168.1.194,54160.0,140.77.207.10,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545408016.97187,192.168.1.196,58876.0,210.96.89.103,23.0,tcp,missing,3.150256,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545404836.602519,192.168.1.196,40150.0,145.165.248.142,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545406161.691642,192.168.1.196,35326.0,184.203.132.149,23.0,tcp,missing,3.150211,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545403610.841124,192.168.1.196,48888.0,220.156.182.155,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1547066060.350849,192.168.1.194,40284.0,2.244.79.194,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547066196.4190369,192.168.1.194,58481.0,4.231.147.140,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545403588.6795108,192.168.1.196,58474.0,91.217.96.202,23.0,tcp,missing,3.124001,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545406853.559609,192.168.1.196,35068.0,138.127.46.165,23.0,tcp,missing,3.121249,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1547066190.9276712,192.168.1.194,59182.0,190.237.232.143,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1551377766.590939,192.168.1.200,53484.0,177.126.189.232,23.0,tcp,missing,5e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545337284.384398,192.168.1.197,43746.0,209.184.189.20,80.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532527437.007533,192.168.100.111,44468.0,122.178.72.99,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404199.450806,192.168.1.196,33774.0,146.57.118.49,23.0,tcp,missing,3.150722,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545337037.305841,192.168.1.197,44002.0,41.6.128.120,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532104570.207736,192.168.100.108,5526.0,148.159.253.180,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545397612.11339,192.168.1.198,36097.0,173.49.16.69,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545406446.94104,192.168.1.196,32870.0,155.168.139.81,23.0,tcp,missing,3.105729,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1551379084.764204,192.168.1.200,50358.0,126.80.81.133,23.0,tcp,missing,3.101502,0.0,0.0,S0,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532526691.00744,192.168.100.111,45407.0,103.72.197.119,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545408100.041275,192.168.1.196,52306.0,97.182.55.164,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532101423.761004,192.168.100.108,5526.0,80.116.43.230,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545403718.924779,192.168.1.196,40144.0,206.152.110.221,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545408016.951167,192.168.1.196,48834.0,156.184.223.107,23.0,tcp,missing,3.08922,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545403995.323932,192.168.1.196,57048.0,247.255.219.172,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545396271.9028509,192.168.1.198,36097.0,87.137.230.153,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1536227678.635039,192.168.100.111,17832.0,156.63.11.93,37215.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,Okiru,1
1545403958.194071,192.168.1.196,38736.0,68.206.77.118,23.0,tcp,missing,3.12748,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545405919.482437,192.168.1.196,39486.0,120.181.127.77,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545337466.268175,192.168.1.197,38114.0,47.235.87.223,8081.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404930.042294,192.168.1.196,60736.0,73.90.144.17,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532102425.723825,192.168.100.108,5526.0,166.146.48.45,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545404785.481879,192.168.1.196,43646.0,174.115.162.159,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545407765.884387,192.168.1.196,60518.0,111.70.94.32,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545407743.203575,192.168.1.196,39922.0,154.162.193.109,23.0,tcp,missing,3.157973,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1551377819.814124,192.168.1.200,48950.0,209.211.145.123,23.0,tcp,missing,3.091994,0.0,0.0,S0,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532103043.064241,192.168.100.108,5526.0,51.90.244.211,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1547144889.9009368,192.168.1.198,22568.0,185.120.92.253,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1536227713.024144,192.168.100.111,17832.0,41.251.23.201,37215.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,Okiru,1
1545396546.179733,192.168.1.198,36097.0,202.146.74.10,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1536227669.316374,192.168.100.111,17576.0,213.60.84.83,8081.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545406329.721386,192.168.1.196,38500.0,178.41.162.168,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545407993.6424232,192.168.1.196,36140.0,145.207.147.164,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545404379.004132,192.168.1.196,55766.0,216.190.209.197,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532102799.858855,192.168.100.108,5526.0,43.26.132.131,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1551378656.173843,192.168.1.200,55338.0,188.49.191.50,23.0,tcp,missing,3.133466,0.0,0.0,S0,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545337035.2675052,192.168.1.197,44002.0,156.101.255.31,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547144885.768266,192.168.1.198,11315.0,91.3.63.131,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545337368.746532,192.168.1.197,44002.0,197.149.85.249,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404986.045874,192.168.1.196,52196.0,176.164.56.41,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545406132.843236,192.168.1.196,45254.0,202.182.245.249,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545398345.972878,192.168.1.198,36097.0,89.169.6.24,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1536227452.9208732,192.168.100.111,17576.0,188.181.133.175,8081.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545411389.54111,192.168.1.195,51000.0,185.244.25.235,6667.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,C&C,1
1545406980.226279,192.168.1.196,42144.0,125.228.171.210,23.0,tcp,missing,3.095732,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545337030.190645,192.168.1.197,44002.0,156.242.235.252,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404013.550307,192.168.1.196,37586.0,48.95.165.40,23.0,tcp,missing,3.130969,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545405045.003054,192.168.1.196,51882.0,58.107.20.128,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545404501.961865,192.168.1.196,57138.0,182.186.157.147,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532525813.023988,192.168.100.111,29930.0,31.28.46.43,34678.0,udp,missing,35.005576,318.0,0.0,S0,0.0,D,3.0,402.0,0.0,0.0,Benign,0
1545404056.768993,192.168.1.196,59286.0,107.66.155.56,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545403726.435711,192.168.1.196,39480.0,100.67.131.91,23.0,tcp,missing,3.129227,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1532527934.001815,192.168.100.111,64592.0,210.108.239.161,81.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545406538.47419,192.168.1.196,45254.0,129.160.102.102,23.0,tcp,missing,3.087725,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1536227106.1498868,192.168.100.111,17576.0,13.61.40.164,8081.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532526951.007831,192.168.100.111,9894.0,158.83.47.220,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532528226.0029528,192.168.100.111,58963.0,51.89.114.19,81.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545407614.120491,192.168.1.196,51666.0,90.25.22.71,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545406307.298963,192.168.1.196,34934.0,77.153.71.139,23.0,tcp,missing,3.142725,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1532527540.008824,192.168.100.111,2302.0,77.32.104.17,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547144854.066605,192.168.1.198,54250.0,156.156.205.98,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545406905.6820982,192.168.1.196,39128.0,139.90.127.75,23.0,tcp,missing,3.158968,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1532102543.161156,192.168.100.108,5526.0,5.33.13.32,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545397455.802938,192.168.1.198,36097.0,124.50.26.66,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545397878.07861,192.168.1.198,36097.0,99.116.229.254,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545406809.802865,192.168.1.196,34026.0,192.143.203.127,23.0,tcp,missing,3.118472,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545408008.120203,192.168.1.196,46906.0,216.201.213.167,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545406110.173458,192.168.1.196,46926.0,148.123.116.196,23.0,tcp,missing,3.149215,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1532104017.103473,192.168.100.108,5526.0,124.154.190.83,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545337281.901059,192.168.1.197,38370.0,41.12.198.65,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545406392.685604,192.168.1.196,37186.0,74.85.44.154,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545407178.077359,192.168.1.196,48320.0,147.195.168.156,23.0,tcp,missing,3.083214,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545404171.660626,192.168.1.196,53714.0,168.108.42.146,23.0,tcp,missing,3.100744,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1551380026.5046551,192.168.1.200,35396.0,151.252.236.202,23.0,tcp,missing,3.11872,0.0,0.0,S0,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545407575.749108,192.168.1.196,56750.0,155.116.123.128,23.0,tcp,missing,3.091517,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545407443.480586,192.168.1.196,47908.0,101.101.62.139,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1547066051.533625,192.168.1.194,42953.0,152.30.183.70,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547144858.565288,192.168.1.198,54836.0,91.124.32.90,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545403973.888616,192.168.1.196,51596.0,93.116.156.176,23.0,tcp,missing,3.113737,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545406842.430232,192.168.1.196,50246.0,75.134.115.144,23.0,tcp,missing,3.130474,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545407643.320561,192.168.1.196,44386.0,24.74.98.86,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545403743.187917,192.168.1.196,59644.0,188.175.239.187,23.0,tcp,missing,3.095254,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545408092.876087,192.168.1.196,43044.0,77.162.35.144,23.0,tcp,missing,3.085745,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1536227117.311464,192.168.100.111,17832.0,156.163.178.59,37215.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,Okiru,1
1551377987.431621,192.168.1.200,37460.0,148.116.79.206,23.0,tcp,missing,3.154229,0.0,0.0,S0,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545406812.3109288,192.168.1.196,36090.0,48.16.23.145,23.0,tcp,missing,3.089994,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545404677.576853,192.168.1.196,45436.0,95.87.48.115,23.0,tcp,missing,3.105478,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545404078.404167,192.168.1.196,51882.0,59.27.152.155,23.0,tcp,missing,3.157204,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1532102572.251831,192.168.100.108,5526.0,115.111.113.8,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1536227058.69591,192.168.100.111,17576.0,47.60.247.103,8081.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547144812.29445,192.168.1.198,54836.0,185.122.43.159,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404531.642234,192.168.1.196,33586.0,213.224.196.133,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1551379312.56229,192.168.1.200,60772.0,20.127.75.8,23.0,tcp,missing,3.144221,0.0,0.0,S0,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan,1
1536227200.158163,192.168.100.111,18344.0,197.205.69.6,52869.0,tcp,missing,5e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,DDoS,1
1532103208.370255,192.168.100.108,5526.0,209.52.201.61,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1532527741.005534,192.168.100.111,30094.0,117.72.146.189,81.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545407734.040563,192.168.1.196,33878.0,94.145.162.69,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532101682.74634,192.168.100.108,5526.0,157.214.201.25,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545407771.720317,192.168.1.196,56054.0,86.149.172.132,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545407392.314543,192.168.1.196,60894.0,130.135.102.161,23.0,tcp,missing,3.086011,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1547144883.703455,192.168.1.198,53994.0,185.160.42.51,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545406376.762218,192.168.1.196,56832.0,181.209.234.246,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
