ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,binary_label
1545337118.28489,192.168.1.197,38114.0,186.161.80.104,8081.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1536227694.899236,192.168.100.111,18344.0,41.179.37.91,52869.0,tcp,missing,5e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,DDoS,1
1551379303.797067,192.168.1.200,37492.0,130.165.122.155,23.0,tcp,missing,1e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545403726.247575,192.168.1.196,48558.0,113.31.40.38,23.0,tcp,missing,3.153713,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545405630.3634849,192.168.1.196,55782.0,120.220.128.168,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532526113.004253,192.168.100.111,53805.0,218.129.175.106,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545406758.4412189,192.168.1.196,33704.0,90.100.118.148,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545405569.403208,192.168.1.196,43690.0,62.127.39.52,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545406911.320643,192.168.1.196,49184.0,220.167.150.126,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1551381098.6673882,192.168.1.200,56412.0,120.181.229.208,23.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532527214.0046391,192.168.100.111,42638.0,190.227.112.6,81.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532102701.1091402,192.168.100.108,5526.0,191.151.66.34,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1536227656.184616,192.168.100.111,18088.0,212.133.70.75,80.0,tcp,missing,5e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545405745.302219,192.168.1.196,57402.0,159.178.86.114,23.0,tcp,missing,3.140232,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1532102737.5278802,192.168.100.108,5526.0,44.136.2.191,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1532527506.00421,192.168.100.111,34165.0,62.99.116.177,81.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1569018219.010385,192.168.1.195,54658.0,162.248.88.215,62336.0,tcp,missing,0.0,0.0,0.0,OTH,0.0,C,0.0,0.0,0.0,0.0,DDoS,1
1545403865.589122,192.168.1.196,54900.0,154.105.113.50,23.0,tcp,missing,3.097737,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545405653.183456,192.168.1.196,57518.0,153.134.143.30,23.0,tcp,missing,3.099502,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545337478.675585,192.168.1.197,43746.0,87.10.187.187,8080.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Benign,0
1547066119.304748,192.168.1.194,33511.0,208.188.92.116,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547066059.5335698,192.168.1.194,44067.0,105.73.53.61,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1536227552.02294,192.168.100.111,18088.0,164.119.203.204,80.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404539.886271,192.168.1.196,55442.0,192.236.171.187,23.0,tcp,missing,3.116218,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545405629.643377,192.168.1.196,57482.0,157.83.59.161,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532526827.002496,192.168.100.111,45876.0,169.132.11.245,81.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532101518.224145,192.168.100.108,5526.0,50.193.224.7,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1551382012.187072,192.168.1.200,46646.0,164.67.52.184,23.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545405699.584004,192.168.1.196,51290.0,96.156.77.76,23.0,tcp,missing,3.099983,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1532101427.892146,192.168.100.108,5526.0,97.163.167.106,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1532525628.001487,192.168.100.111,46695.0,164.120.88.17,81.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545406476.926902,192.168.1.196,59936.0,208.153.181.252,23.0,tcp,missing,3.11472,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1532529049.0050051,192.168.100.111,3970.0,24.230.22.184,81.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1536227281.045793,192.168.100.111,18344.0,41.70.46.197,52869.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,DDoS,1
1551380884.901565,192.168.1.200,52858.0,47.111.118.97,23.0,tcp,missing,1e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545405492.44257,192.168.1.196,43536.0,210.179.133.164,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545406377.561787,192.168.1.196,38008.0,246.195.155.184,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1536227295.0148,192.168.100.111,18088.0,212.133.201.240,80.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532102207.502164,192.168.100.108,5526.0,190.101.179.231,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1532525702.0048962,192.168.100.111,7734.0,42.58.121.117,81.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1569018202.446589,192.168.1.195,10371.0,162.248.88.215,62336.0,tcp,missing,0.0,0.0,0.0,OTH,0.0,C,0.0,0.0,0.0,0.0,DDoS,1
1551382377.624233,192.168.1.200,43390.0,195.57.112.102,23.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547066160.714643,192.168.1.194,53296.0,214.31.10.249,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545403688.201054,192.168.1.196,56280.0,213.70.136.83,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545404998.071514,192.168.1.196,38152.0,184.164.237.255,23.0,tcp,missing,3.090768,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545396030.329262,192.168.1.198,36097.0,42.164.136.193,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1547144863.801563,192.168.1.198,54836.0,185.180.61.121,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404477.22995,192.168.1.196,48242.0,110.122.184.164,23.0,tcp,missing,3.132227,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1547144893.09159,192.168.1.198,54836.0,45.119.2.95,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545405721.72342,192.168.1.196,57794.0,177.144.119.113,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1536227170.902697,192.168.100.111,17832.0,156.75.242.68,37215.0,tcp,missing,5e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,Okiru,1
1532527384.005988,192.168.100.111,13183.0,188.10.97.137,81.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1536227359.732959,192.168.100.111,18088.0,87.226.120.254,80.0,tcp,missing,5e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547144875.38644,192.168.1.198,54836.0,91.114.218.159,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1536227794.037351,192.168.100.111,18344.0,197.240.244.71,52869.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,DDoS,1
1545337424.8078132,192.168.1.197,38114.0,98.141.201.43,8081.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545405189.082199,192.168.1.196,51802.0,160.88.131.96,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532102467.2851448,192.168.100.108,5526.0,101.161.48.149,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1536227189.50303,192.168.100.111,18088.0,162.74.15.249,80.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404172.26828,192.168.1.196,34516.0,44.169.126.173,23.0,tcp,missing,3.134748,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1551381568.983356,192.168.1.200,46558.0,190.196.213.233,23.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545405562.028648,192.168.1.196,39954.0,98.233.152.242,23.0,tcp,missing,3.135469,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1532104028.546198,192.168.100.108,5526.0,152.131.233.34,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1532525780.500991,192.168.100.111,29930.0,175.19.10.220,9230.0,udp,missing,0.0,0.0,0.0,S0,0.0,D,1.0,134.0,0.0,0.0,Benign,0
1545407871.723499,192.168.1.196,46214.0,125.96.146.221,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1547144889.901178,192.168.1.198,22568.0,185.18.153.167,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545403642.524081,192.168.1.196,49378.0,35.155.84.30,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545405523.484886,192.168.1.196,42688.0,200.200.198.144,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532528443.003544,192.168.100.111,42638.0,147.32.132.231,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545405075.189835,192.168.1.196,54198.0,177.66.156.175,23.0,tcp,missing,3.094498,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545405554.602406,192.168.1.196,57196.0,173.185.141.155,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1547144837.444099,192.168.1.198,22568.0,91.174.221.201,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547066061.94544,192.168.1.194,42667.0,48.154.85.218,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545403995.961058,192.168.1.196,45112.0,107.132.121.157,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1569018221.325956,192.168.1.195,41135.0,162.248.88.215,62336.0,tcp,missing,0.0,0.0,0.0,OTH,0.0,C,0.0,0.0,0.0,0.0,DDoS,1
1545403949.321392,192.168.1.196,34206.0,107.164.209.90,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1551378420.426944,192.168.1.200,57392.0,88.38.67.74,23.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1532103517.09377,192.168.100.108,5526.0,107.93.225.187,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545406247.95271,192.168.1.196,56428.0,169.53.168.77,23.0,tcp,missing,3.133467,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1551380688.7417471,192.168.1.200,43206.0,115.160.121.109,23.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547066094.343225,192.168.1.194,45098.0,131.103.70.106,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547066169.207548,192.168.1.194,51185.0,48.56.125.193,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545396017.123821,192.168.1.198,36097.0,175.157.239.14,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1545407835.800239,192.168.1.196,37680.0,115.48.115.50,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545337274.265418,192.168.1.197,43746.0,49.137.248.185,80.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404384.042006,192.168.1.196,42854.0,172.164.184.210,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532528751.003584,192.168.100.111,31751.0,147.32.10.30,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545405181.491004,192.168.1.196,44444.0,105.79.87.160,23.0,tcp,missing,3.111234,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545404662.263824,192.168.1.196,54066.0,136.91.174.212,23.0,tcp,missing,3.13846,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1547066090.649582,192.168.1.194,43227.0,161.184.70.204,22.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547144832.200827,192.168.1.198,22568.0,185.21.239.167,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545336864.473203,192.168.1.197,38114.0,77.190.167.244,8081.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545406064.65106,192.168.1.196,41304.0,30.99.146.93,23.0,tcp,missing,3.151465,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1551380019.942917,192.168.1.200,35216.0,155.76.56.160,23.0,tcp,missing,2e-06,0.0,0.0,S0,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404156.509245,192.168.1.196,57152.0,105.121.91.203,23.0,tcp,missing,3.136468,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545404233.746551,192.168.1.196,60564.0,175.141.245.126,23.0,tcp,missing,3.099976,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545407818.941854,192.168.1.196,40384.0,172.219.157.191,23.0,tcp,missing,3.100994,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545404990.44262,192.168.1.196,47410.0,111.190.102.168,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545404233.725309,192.168.1.196,40600.0,151.253.239.200,23.0,tcp,missing,3.117469,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1532527859.008291,192.168.100.111,39818.0,169.212.151.71,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404890.197225,192.168.1.196,59940.0,83.147.109.163,23.0,tcp,missing,3.125232,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545407788.749575,192.168.1.196,52912.0,126.169.91.161,23.0,tcp,missing,3.130983,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545336980.7283711,192.168.1.197,38114.0,67.175.47.185,8081.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1547144805.052333,192.168.1.198,11315.0,91.230.104.163,52869.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545407285.759353,192.168.1.196,34558.0,217.223.158.187,23.0,tcp,missing,3.081243,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1545406881.64083,192.168.1.196,35858.0,85.94.188.166,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545406948.040656,192.168.1.196,53686.0,115.91.59.147,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545403902.9215891,192.168.1.196,60500.0,126.49.132.163,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1545404578.52176,192.168.1.196,43144.0,149.129.150.247,23.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,60.0,0.0,0.0,Benign,0
1532102695.9165971,192.168.100.108,5526.0,9.228.50.198,37215.0,tcp,missing,0.0,0.0,0.0,S0,0.0,S,1.0,40.0,0.0,0.0,Okiru,1
1551380756.9218268,192.168.1.200,50054.0,209.153.133.105,23.0,tcp,missing,3.100254,0.0,0.0,S0,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545407208.34529,192.168.1.196,38204.0,140.60.79.160,23.0,tcp,missing,3.136473,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
1551382019.930383,192.168.1.200,44060.0,81.30.141.135,23.0,tcp,missing,3.133486,0.0,0.0,S0,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan,1
1545404555.191054,192.168.1.196,59170.0,104.158.114.212,23.0,tcp,missing,3.092244,0.0,0.0,S0,0.0,S,3.0,180.0,0.0,0.0,Benign,0
